Geo_Postal_Code,Geo_Lat,Geo_Lon,Geolocation_City,Geo_Country
DE-55124,49.9994,8.2736,Mainz,Germany
DE-58089,51.3594,7.475,Hagen,Germany
DE-58091,51.3594,7.475,Hagen,Germany
DE-58093,51.3594,7.475,Hagen,Germany
DE-58095,51.3594,7.475,Hagen,Germany
DE-58097,51.3594,7.475,Hagen,Germany
DE-59063,51.6667,7.8167,Hamm,Germany
DE-59065,51.6667,7.8167,Hamm,Germany
DE-59067,51.6667,7.8167,Hamm,Germany
DE-59069,51.6667,7.8167,Hamm,Germany
DE-59071,51.6667,7.8167,Hamm,Germany
DE-60311,50.1106,8.6822,Frankfurt,Germany
DE-60313,50.1106,8.6822,Frankfurt,Germany
DE-60314,50.1106,8.6822,Frankfurt,Germany
DE-60316,50.1106,8.6822,Frankfurt,Germany
DE-60318,50.1106,8.6822,Frankfurt,Germany
DE-6108,51.4828,11.9697,Halle (Saale),Germany
DE-6110,51.4828,11.9697,Halle (Saale),Germany
DE-6112,51.4828,11.9697,Halle (Saale),Germany
DE-6114,51.4828,11.9697,Halle (Saale),Germany
DE-6116,51.4828,11.9697,Halle (Saale),Germany
DE-65183,50.0825,8.24,Wiesbaden,Germany
DE-65185,50.0825,8.24,Wiesbaden,Germany
DE-65187,50.0825,8.24,Wiesbaden,Germany
DE-65189,50.0825,8.24,Wiesbaden,Germany
DE-65191,50.0825,8.24,Wiesbaden,Germany
DE-66111,49.2334,7.0006,Saarbrücken,Germany
DE-66113,49.2334,7.0006,Saarbrücken,Germany
DE-66115,49.2334,7.0006,Saarbrücken,Germany
DE-66117,49.2334,7.0006,Saarbrücken,Germany
DE-66119,49.2334,7.0006,Saarbrücken,Germany
DE-67059,49.4811,8.4353,Ludwigshafen am Rhein,Germany
DE-67061,49.4811,8.4353,Ludwigshafen am Rhein,Germany
DE-67063,49.4811,8.4353,Ludwigshafen am Rhein,Germany
DE-67065,49.4811,8.4353,Ludwigshafen am Rhein,Germany
DE-67067,49.4811,8.4353,Ludwigshafen am Rhein,Germany
DE-68159,49.4878,8.4661,Mannheim,Germany
DE-68161,49.4878,8.4661,Mannheim,Germany
DE-68163,49.4878,8.4661,Mannheim,Germany
DE-68165,49.4878,8.4661,Mannheim,Germany
DE-68167,49.4878,8.4661,Mannheim,Germany
DE-70173,48.7775,9.18,Stuttgart,Germany
DE-70174,48.7775,9.18,Stuttgart,Germany
DE-70176,48.7775,9.18,Stuttgart,Germany
DE-70178,48.7775,9.18,Stuttgart,Germany
DE-70180,48.7775,9.18,Stuttgart,Germany
DE-76133,49.0167,8.4,Karlsruhe,Germany
DE-76135,49.0167,8.4,Karlsruhe,Germany
DE-76137,49.0167,8.4,Karlsruhe,Germany
DE-76139,49.0167,8.4,Karlsruhe,Germany
DE-76141,49.0167,8.4,Karlsruhe,Germany
DE-79098,47.995,7.85,Freiburg im Breisgau,Germany
DE-79099,47.995,7.85,Freiburg im Breisgau,Germany
DE-79100,47.995,7.85,Freiburg im Breisgau,Germany
DE-79101,47.995,7.85,Freiburg im Breisgau,Germany
DE-79102,47.995,7.85,Freiburg im Breisgau,Germany
DE-80331,48.1375,11.575,Munich,Germany
DE-80333,48.1375,11.575,Munich,Germany
DE-80335,48.1375,11.575,Munich,Germany
DE-80337,48.1375,11.575,Munich,Germany
DE-80339,48.1375,11.575,Munich,Germany
DE-86150,48.3689,10.8978,Augsburg,Germany
DE-86152,48.3689,10.8978,Augsburg,Germany
DE-86154,48.3689,10.8978,Augsburg,Germany
DE-86156,48.3689,10.8978,Augsburg,Germany
DE-86158,48.3689,10.8978,Augsburg,Germany
DE-90402,49.4539,11.0775,Nuremberg,Germany
DE-90403,49.4539,11.0775,Nuremberg,Germany
DE-90408,49.4539,11.0775,Nuremberg,Germany
DE-90409,49.4539,11.0775,Nuremberg,Germany
DE-90411,49.4539,11.0775,Nuremberg,Germany
DE-9111,50.8333,12.9167,Chemnitz,Germany
DE-9113,50.8333,12.9167,Chemnitz,Germany
DE-9115,50.8333,12.9167,Chemnitz,Germany
DE-9117,50.8333,12.9167,Chemnitz,Germany
DE-9119,50.8333,12.9167,Chemnitz,Germany
DE-99084,50.9781,11.0292,Erfurt,Germany
DE-99085,50.9781,11.0292,Erfurt,Germany
DE-99086,50.9781,11.0292,Erfurt,Germany
DE-99087,50.9781,11.0292,Erfurt,Germany
DE-99088,50.9781,11.0292,Erfurt,Germany
DK-1000,55.6761,12.5689,Copenhagen,Denmark
DK-1050,55.6761,12.5689,Copenhagen,Denmark
DK-1100,55.6761,12.5689,Copenhagen,Denmark
DK-1150,55.6761,12.5689,Copenhagen,Denmark
DK-1200,55.6761,12.5689,Copenhagen,Denmark
DK-5000,55.4,10.3833,Odense,Denmark
DK-5200,55.4,10.3833,Odense,Denmark
DK-5210,55.4,10.3833,Odense,Denmark
DK-5220,55.4,10.3833,Odense,Denmark
DK-5230,55.4,10.3833,Odense,Denmark
DK-6000,55.4908,9.4722,Kolding,Denmark
DK-6040,55.4908,9.4722,Kolding,Denmark
DK-6050,55.4908,9.4722,Kolding,Denmark
DK-6060,55.4908,9.4722,Kolding,Denmark
DK-6070,55.4908,9.4722,Kolding,Denmark
DK-6700,55.4708,8.4514,Esbjerg,Denmark
DK-6710,55.4708,8.4514,Esbjerg,Denmark
DK-6720,55.4708,8.4514,Esbjerg,Denmark
DK-6730,55.4708,8.4514,Esbjerg,Denmark
DK-6740,55.4708,8.4514,Esbjerg,Denmark
DK-7100,55.7083,9.5333,Vejle,Denmark
DK-7101,55.7083,9.5333,Vejle,Denmark
DK-7102,55.7083,9.5333,Vejle,Denmark
DK-7103,55.7083,9.5333,Vejle,Denmark
DK-7104,55.7083,9.5333,Vejle,Denmark
DK-8000,56.1564,10.2097,Aarhus,Denmark
DK-8200,56.1564,10.2097,Aarhus,Denmark
DK-8210,56.1564,10.2097,Aarhus,Denmark
DK-8220,56.1564,10.2097,Aarhus,Denmark
DK-8230,56.1564,10.2097,Aarhus,Denmark
DK-8700,55.8619,9.8519,Horsens,Denmark
DK-8720,55.8619,9.8519,Horsens,Denmark
DK-8730,55.8619,9.8519,Horsens,Denmark
DK-8740,55.8619,9.8519,Horsens,Denmark
DK-8750,55.8619,9.8519,Horsens,Denmark
DK-8900,56.4569,10.0392,Randers,Denmark
DK-8920,56.4569,10.0392,Randers,Denmark
DK-8930,56.4569,10.0392,Randers,Denmark
DK-8940,56.4569,10.0392,Randers,Denmark
DK-8950,56.4569,10.0392,Randers,Denmark
DK-9000,57.05,9.9167,Aalborg,Denmark
DK-9100,57.05,9.9167,Aalborg,Denmark
DK-9200,57.05,9.9167,Aalborg,Denmark
DK-9210,57.05,9.9167,Aalborg,Denmark
DK-9220,57.05,9.9167,Aalborg,Denmark
EE-10111,59.4372,24.745,Tallinn,Estonia
EE-10112,59.4372,24.745,Tallinn,Estonia
EE-10113,59.4372,24.745,Tallinn,Estonia
EE-10114,59.4372,24.745,Tallinn,Estonia
EE-10115,59.4372,24.745,Tallinn,Estonia
EE-51001,58.38,26.7225,Tartu,Estonia
EE-51002,58.38,26.7225,Tartu,Estonia
EE-51003,58.38,26.7225,Tartu,Estonia
EE-51004,58.38,26.7225,Tartu,Estonia
EE-51005,58.38,26.7225,Tartu,Estonia
ES-1001,42.8467,-2.6731,Vitoria-Gasteiz,Spain
ES-1002,42.8467,-2.6731,Vitoria-Gasteiz,Spain
ES-1003,42.8467,-2.6731,Vitoria-Gasteiz,Spain
ES-1004,42.8467,-2.6731,Vitoria-Gasteiz,Spain
ES-1005,42.8467,-2.6731,Vitoria-Gasteiz,Spain
ES-14001,37.8833,-4.7667,Córdoba,Spain
ES-14002,37.8833,-4.7667,Córdoba,Spain
ES-14003,37.8833,-4.7667,Córdoba,Spain
ES-14004,37.8833,-4.7667,Córdoba,Spain
ES-14005,37.8833,-4.7667,Córdoba,Spain
ES-15001,43.3667,-8.3833,A Coruña,Spain
ES-15002,43.3667,-8.3833,A Coruña,Spain
ES-15003,43.3667,-8.3833,A Coruña,Spain
ES-15004,43.3667,-8.3833,A Coruña,Spain
ES-15005,43.3667,-8.3833,A Coruña,Spain
ES-18001,37.1781,-3.6008,Granada,Spain
ES-18002,37.1781,-3.6008,Granada,Spain
ES-18003,37.1781,-3.6008,Granada,Spain
ES-18004,37.1781,-3.6008,Granada,Spain
ES-18005,37.1781,-3.6008,Granada,Spain
ES-28001,40.4169,-3.7033,Madrid,Spain
ES-28002,40.4169,-3.7033,Madrid,Spain
ES-28003,40.4169,-3.7033,Madrid,Spain
ES-28004,40.4169,-3.7033,Madrid,Spain
ES-28005,40.4169,-3.7033,Madrid,Spain
ES-29001,36.7167,-4.4167,Málaga,Spain
ES-29002,36.7167,-4.4167,Málaga,Spain
ES-29003,36.7167,-4.4167,Málaga,Spain
ES-29004,36.7167,-4.4167,Málaga,Spain
ES-29005,36.7167,-4.4167,Málaga,Spain
ES-30001,37.9861,-1.1303,Murcia,Spain
ES-30002,37.9861,-1.1303,Murcia,Spain
ES-30003,37.9861,-1.1303,Murcia,Spain
ES-30004,37.9861,-1.1303,Murcia,Spain
ES-30005,37.9861,-1.1303,Murcia,Spain
ES-3001,38.3453,-0.4831,Alicante,Spain
ES-3002,38.3453,-0.4831,Alicante,Spain
ES-3003,38.3453,-0.4831,Alicante,Spain
ES-3004,38.3453,-0.4831,Alicante,Spain
ES-3005,38.3453,-0.4831,Alicante,Spain
ES-3201,38.2669,-0.6983,Elche,Spain
ES-3202,38.2669,-0.6983,Elche,Spain
ES-3203,38.2669,-0.6983,Elche,Spain
ES-3204,38.2669,-0.6983,Elche,Spain
ES-3205,38.2669,-0.6983,Elche,Spain
ES-33001,43.3625,-5.8503,Oviedo,Spain
ES-33002,43.3625,-5.8503,Oviedo,Spain
ES-33003,43.3625,-5.8503,Oviedo,Spain
ES-33004,43.3625,-5.8503,Oviedo,Spain
ES-33005,43.3625,-5.8503,Oviedo,Spain
ES-33201,43.5293,-5.6773,Gijón,Spain
ES-33202,43.5293,-5.6773,Gijón,Spain
ES-33203,43.5293,-5.6773,Gijón,Spain
ES-33204,43.5293,-5.6773,Gijón,Spain
ES-33205,43.5293,-5.6773,Gijón,Spain
ES-35001,28.1272,-15.4314,Las Palmas de Gran Canaria,Spain
ES-35002,28.1272,-15.4314,Las Palmas de Gran Canaria,Spain
ES-35003,28.1272,-15.4314,Las Palmas de Gran Canaria,Spain
ES-35004,28.1272,-15.4314,Las Palmas de Gran Canaria,Spain
ES-35005,28.1272,-15.4314,Las Palmas de Gran Canaria,Spain
ES-36201,42.2358,-8.7267,Vigo,Spain
ES-36202,42.2358,-8.7267,Vigo,Spain
ES-36203,42.2358,-8.7267,Vigo,Spain
ES-36204,42.2358,-8.7267,Vigo,Spain
ES-36205,42.2358,-8.7267,Vigo,Spain
ES-41001,37.3833,-5.9833,Seville,Spain
ES-41002,37.3833,-5.9833,Seville,Spain
ES-41003,37.3833,-5.9833,Seville,Spain
ES-41004,37.3833,-5.9833,Seville,Spain
ES-41005,37.3833,-5.9833,Seville,Spain
ES-46001,39.47,-0.3764,Valencia,Spain
ES-46002,39.47,-0.3764,Valencia,Spain
ES-46003,39.47,-0.3764,Valencia,Spain
ES-46004,39.47,-0.3764,Valencia,Spain
ES-46005,39.47,-0.3764,Valencia,Spain
ES-47001,41.652,-4.7286,Valladolid,Spain
ES-47002,41.652,-4.7286,Valladolid,Spain
ES-47003,41.652,-4.7286,Valladolid,Spain
ES-47004,41.652,-4.7286,Valladolid,Spain
ES-47005,41.652,-4.7286,Valladolid,Spain
ES-48001,43.2622,-2.9533,Bilbao,Spain
ES-48002,43.2622,-2.9533,Bilbao,Spain
ES-48003,43.2622,-2.9533,Bilbao,Spain
ES-48004,43.2622,-2.9533,Bilbao,Spain
ES-48005,43.2622,-2.9533,Bilbao,Spain
ES-50001,41.65,-0.8833,Zaragoza,Spain
ES-50002,41.65,-0.8833,Zaragoza,Spain
ES-50003,41.65,-0.8833,Zaragoza,Spain
ES-50004,41.65,-0.8833,Zaragoza,Spain
ES-50005,41.65,-0.8833,Zaragoza,Spain
ES-7001,39.5667,2.6497,Palma de Mallorca,Spain
ES-7002,39.5667,2.6497,Palma de Mallorca,Spain
ES-7003,39.5667,2.6497,Palma de Mallorca,Spain
ES-7004,39.5667,2.6497,Palma de Mallorca,Spain
ES-7005,39.5667,2.6497,Palma de Mallorca,Spain
ES-8001,41.3825,2.1769,Barcelona,Spain
ES-8002,41.3825,2.1769,Barcelona,Spain
ES-8003,41.3825,2.1769,Barcelona,Spain
ES-8004,41.3825,2.1769,Barcelona,Spain
ES-8005,41.3825,2.1769,Barcelona,Spain
ES-8221,41.5611,2.0081,Terrassa,Spain
ES-8222,41.5611,2.0081,Terrassa,Spain
ES-8223,41.5611,2.0081,Terrassa,Spain
ES-8224,41.5611,2.0081,Terrassa,Spain
ES-8225,41.5611,2.0081,Terrassa,Spain
ES-8901,41.3589,2.0992,L'Hospitalet de Llobregat,Spain
ES-8902,41.3589,2.0992,L'Hospitalet de Llobregat,Spain
ES-8903,41.3589,2.0992,L'Hospitalet de Llobregat,Spain
ES-8904,41.3589,2.0992,L'Hospitalet de Llobregat,Spain
ES-8905,41.3589,2.0992,L'Hospitalet de Llobregat,Spain
FI-100,60.1756,24.9342,Helsinki,Finland
FI-120,60.1756,24.9342,Helsinki,Finland
FI-130,60.1756,24.9342,Helsinki,Finland
FI-140,60.1756,24.9342,Helsinki,Finland
FI-150,60.1756,24.9342,Helsinki,Finland
FI-2100,60.21,24.66,Espoo,Finland
FI-2120,60.21,24.66,Espoo,Finland
FI-2130,60.21,24.66,Espoo,Finland
FI-2140,60.21,24.66,Espoo,Finland
FI-2150,60.21,24.66,Espoo,Finland
FR-13001,43.2967,5.3764,Marseille,France
FR-13002,43.2967,5.3764,Marseille,France
FR-13003,43.2967,5.3764,Marseille,France
FR-13004,43.2967,5.3764,Marseille,France
FR-13005,43.2967,5.3764,Marseille,France
FR-13080,43.5278,5.4456,Aix-en-Provence,France
FR-13081,43.5278,5.4456,Aix-en-Provence,France
FR-13082,43.5278,5.4456,Aix-en-Provence,France
FR-13083,43.5278,5.4456,Aix-en-Provence,France
FR-13084,43.5278,5.4456,Aix-en-Provence,France
FR-21000,47.3231,5.0419,Dijon,France
FR-21100,47.3231,5.0419,Dijon,France
FR-21200,47.3231,5.0419,Dijon,France
FR-21300,47.3231,5.0419,Dijon,France
FR-21400,47.3231,5.0419,Dijon,France
FR-29200,48.39,-4.4869,Brest,France
FR-29210,48.39,-4.4869,Brest,France
FR-29220,48.39,-4.4869,Brest,France
FR-29230,48.39,-4.4869,Brest,France
FR-29240,48.39,-4.4869,Brest,France
FR-30000,43.8383,4.3597,Nîmes,France
FR-30100,43.8383,4.3597,Nîmes,France
FR-30200,43.8383,4.3597,Nîmes,France
FR-30300,43.8383,4.3597,Nîmes,France
FR-30400,43.8383,4.3597,Nîmes,France
FR-31000,43.6044,1.4439,Toulouse,France
FR-31100,43.6044,1.4439,Toulouse,France
FR-31200,43.6044,1.4439,Toulouse,France
FR-31300,43.6044,1.4439,Toulouse,France
FR-31400,43.6044,1.4439,Toulouse,France
FR-33000,44.8378,-0.5794,Bordeaux,France
FR-33100,44.8378,-0.5794,Bordeaux,France
FR-33200,44.8378,-0.5794,Bordeaux,France
FR-33300,44.8378,-0.5794,Bordeaux,France
FR-33400,44.8378,-0.5794,Bordeaux,France
FR-34000,43.6109,3.8772,Montpellier,France
FR-34100,43.6109,3.8772,Montpellier,France
FR-34200,43.6109,3.8772,Montpellier,France
FR-34300,43.6109,3.8772,Montpellier,France
FR-34400,43.6109,3.8772,Montpellier,France
FR-35000,48.1142,-1.6808,Rennes,France
FR-35100,48.1142,-1.6808,Rennes,France
FR-35200,48.1142,-1.6808,Rennes,France
FR-35300,48.1142,-1.6808,Rennes,France
FR-35400,48.1142,-1.6808,Rennes,France
FR-38000,45.1869,5.7264,Grenoble,France
FR-38100,45.1869,5.7264,Grenoble,France
FR-38200,45.1869,5.7264,Grenoble,France
FR-38300,45.1869,5.7264,Grenoble,France
FR-38400,45.1869,5.7264,Grenoble,France
FR-42000,45.4339,4.3897,Saint-Étienne,France
FR-42100,45.4339,4.3897,Saint-Étienne,France
FR-42200,45.4339,4.3897,Saint-Étienne,France
FR-42300,45.4339,4.3897,Saint-Étienne,France
FR-42400,45.4339,4.3897,Saint-Étienne,France
FR-44000,47.2172,-1.5539,Nantes,France
FR-44100,47.2172,-1.5539,Nantes,France
FR-44200,47.2172,-1.5539,Nantes,France
FR-44300,47.2172,-1.5539,Nantes,France
FR-44400,47.2172,-1.5539,Nantes,France
FR-49000,47.4728,-0.5556,Angers,France
FR-49100,47.4728,-0.5556,Angers,France
FR-49200,47.4728,-0.5556,Angers,France
FR-49300,47.4728,-0.5556,Angers,France
FR-49400,47.4728,-0.5556,Angers,France
FR-51100,49.2653,4.0286,Reims,France
FR-51200,49.2653,4.0286,Reims,France
FR-51300,49.2653,4.0286,Reims,France
FR-51400,49.2653,4.0286,Reims,France
FR-51500,49.2653,4.0286,Reims,France
FR-57000,49.1197,6.1769,Metz,France
FR-57050,49.1197,6.1769,Metz,France
FR-57070,49.1197,6.1769,Metz,France
FR-57080,49.1197,6.1769,Metz,France
FR-57090,49.1197,6.1769,Metz,France
FR-59000,50.6319,3.0575,Lille,France
FR-59100,50.6319,3.0575,Lille,France
FR-59200,50.6319,3.0575,Lille,France
FR-59300,50.6319,3.0575,Lille,France
FR-59400,50.6319,3.0575,Lille,France
FR-6000,43.7019,7.2683,Nice,France
FR-6100,43.7019,7.2683,Nice,France
FR-6200,43.7019,7.2683,Nice,France
FR-6300,43.7019,7.2683,Nice,France
FR-63000,45.7797,3.0869,Clermont-Ferrand,France
FR-63100,45.7797,3.0869,Clermont-Ferrand,France
FR-63200,45.7797,3.0869,Clermont-Ferrand,France
FR-63300,45.7797,3.0869,Clermont-Ferrand,France
FR-63400,45.7797,3.0869,Clermont-Ferrand,France
FR-6400,43.7019,7.2683,Nice,France
FR-66000,42.6975,2.8947,Perpignan,France
FR-66100,42.6975,2.8947,Perpignan,France
FR-66200,42.6975,2.8947,Perpignan,France
FR-66300,42.6975,2.8947,Perpignan,France
FR-66400,42.6975,2.8947,Perpignan,France
FR-67000,48.5733,7.7522,Strasbourg,France
FR-67100,48.5733,7.7522,Strasbourg,France
FR-67200,48.5733,7.7522,Strasbourg,France
FR-67300,48.5733,7.7522,Strasbourg,France
FR-67400,48.5733,7.7522,Strasbourg,France
FR-69001,45.7589,4.8414,Lyon,France
FR-69002,45.7589,4.8414,Lyon,France
FR-69003,45.7589,4.8414,Lyon,France
FR-69004,45.7589,4.8414,Lyon,France
FR-69005,45.7589,4.8414,Lyon,France
FR-69100,45.7661,4.8794,Villeurbanne,France
FR-69200,45.7661,4.8794,Villeurbanne,France
FR-69300,45.7661,4.8794,Villeurbanne,France
FR-69400,45.7661,4.8794,Villeurbanne,France
FR-69500,45.7661,4.8794,Villeurbanne,France
FR-72000,48.0042,0.1969,Le Mans,France
FR-72100,48.0042,0.1969,Le Mans,France
FR-72200,48.0042,0.1969,Le Mans,France
FR-72300,48.0042,0.1969,Le Mans,France
FR-72400,48.0042,0.1969,Le Mans,France
FR-75001,48.8567,2.3522,Paris,France
FR-75002,48.8567,2.3522,Paris,France
FR-75003,48.8567,2.3522,Paris,France
FR-75005,48.8567,2.3522,Paris,France
FR-75015,48.8567,2.3522,Paris,France
FR-76600,49.4942,0.1081,Le Havre,France
FR-76700,49.4942,0.1081,Le Havre,France
FR-76800,49.4942,0.1081,Le Havre,France
FR-76900,49.4942,0.1081,Le Havre,France
FR-77000,49.4942,0.1081,Le Havre,France
FR-80000,49.8919,2.2978,Amiens,France
FR-80080,49.8919,2.2978,Amiens,France
FR-80090,49.8919,2.2978,Amiens,France
FR-80100,49.8919,2.2978,Amiens,France
FR-80110,49.8919,2.2978,Amiens,France
FR-83000,43.125,5.9306,Toulon,France
FR-83100,43.125,5.9306,Toulon,France
FR-83200,43.125,5.9306,Toulon,France
FR-83300,43.125,5.9306,Toulon,France
FR-83400,43.125,5.9306,Toulon,France
FR-93200,48.9356,2.3539,Saint-Denis,France
FR-93210,48.9356,2.3539,Saint-Denis,France
FR-93220,48.9356,2.3539,Saint-Denis,France
FR-93230,48.9356,2.3539,Saint-Denis,France
FR-93240,48.9356,2.3539,Saint-Denis,France
GB-B1,52.48,-1.9025,Birmingham,United Kingdom
GB-B2,52.48,-1.9025,Birmingham,United Kingdom
GB-B3,52.48,-1.9025,Birmingham,United Kingdom
GB-B4,52.48,-1.9025,Birmingham,United Kingdom
GB-B5,52.48,-1.9025,Birmingham,United Kingdom
GB-BS1,51.4545,-2.5879,Bristol,United Kingdom
GB-BS2,51.4545,-2.5879,Bristol,United Kingdom
GB-BS3,51.4545,-2.5879,Bristol,United Kingdom
GB-BS4,51.4545,-2.5879,Bristol,United Kingdom
GB-BS5,51.4545,-2.5879,Bristol,United Kingdom
GB-CF1,51.4817,-3.1792,Cardiff,United Kingdom
GB-CF2,51.4817,-3.1792,Cardiff,United Kingdom
GB-CF3,51.4817,-3.1792,Cardiff,United Kingdom
GB-CF4,51.4817,-3.1792,Cardiff,United Kingdom
GB-CF5,51.4817,-3.1792,Cardiff,United Kingdom
GB-CH41,53.3833,-3.0167,Birkenhead,United Kingdom
GB-CH42,53.3833,-3.0167,Birkenhead,United Kingdom
GB-CH43,53.3833,-3.0167,Birkenhead,United Kingdom
GB-CH44,53.3833,-3.0167,Birkenhead,United Kingdom
GB-CH45,53.3833,-3.0167,Birkenhead,United Kingdom
GB-CV1,52.4167,-1.5167,Coventry,United Kingdom
GB-CV2,52.4167,-1.5167,Coventry,United Kingdom
GB-CV3,52.4167,-1.5167,Coventry,United Kingdom
GB-CV4,52.4167,-1.5167,Coventry,United Kingdom
GB-CV5,52.4167,-1.5167,Coventry,United Kingdom
GB-E1,51.5072,-0.1275,London,United Kingdom
GB-EH1,55.9533,-3.1892,Edinburgh,United Kingdom
GB-EH2,55.9533,-3.1892,Edinburgh,United Kingdom
GB-EH3,55.9533,-3.1892,Edinburgh,United Kingdom
GB-EH4,55.9533,-3.1892,Edinburgh,United Kingdom
GB-EH5,55.9533,-3.1892,Edinburgh,United Kingdom
GB-G1,55.8611,-4.25,Glasgow,United Kingdom
GB-G2,55.8611,-4.25,Glasgow,United Kingdom
GB-G3,55.8611,-4.25,Glasgow,United Kingdom
GB-G4,55.8611,-4.25,Glasgow,United Kingdom
GB-G5,55.8611,-4.25,Glasgow,United Kingdom
GB-HU1,53.7444,-0.3325,Kingston upon Hull,United Kingdom
GB-HU2,53.7444,-0.3325,Kingston upon Hull,United Kingdom
GB-HU3,53.7444,-0.3325,Kingston upon Hull,United Kingdom
GB-HU4,53.7444,-0.3325,Kingston upon Hull,United Kingdom
GB-HU5,53.7444,-0.3325,Kingston upon Hull,United Kingdom
GB-L1,53.4075,-2.9919,Liverpool,United Kingdom
GB-L2,53.4075,-2.9919,Liverpool,United Kingdom
GB-L3,53.4075,-2.9919,Liverpool,United Kingdom
GB-L4,53.4075,-2.9919,Liverpool,United Kingdom
GB-L5,53.4075,-2.9919,Liverpool,United Kingdom
GB-LE1,52.6333,-1.1333,Leicester,United Kingdom
GB-LE2,52.6333,-1.1333,Leicester,United Kingdom
GB-LE3,52.6333,-1.1333,Leicester,United Kingdom
GB-LE4,52.6333,-1.1333,Leicester,United Kingdom
GB-LE5,52.6333,-1.1333,Leicester,United Kingdom
GB-LS1,53.7975,-1.5436,Leeds,United Kingdom
GB-LS2,53.7975,-1.5436,Leeds,United Kingdom
GB-LS3,53.7975,-1.5436,Leeds,United Kingdom
GB-LS4,53.7975,-1.5436,Leeds,United Kingdom
GB-LS5,53.7975,-1.5436,Leeds,United Kingdom
GB-M1,53.4667,-2.2333,Manchester,United Kingdom
GB-M2,53.4667,-2.2333,Manchester,United Kingdom
GB-M3,53.4667,-2.2333,Manchester,United Kingdom
GB-M4,53.4667,-2.2333,Manchester,United Kingdom
GB-M5,53.4667,-2.2333,Manchester,United Kingdom
GB-NG1,52.955,-1.1492,Nottingham,United Kingdom
GB-NG2,52.955,-1.1492,Nottingham,United Kingdom
GB-NG3,52.955,-1.1492,Nottingham,United Kingdom
GB-NG4,52.955,-1.1492,Nottingham,United Kingdom
GB-NG5,52.955,-1.1492,Nottingham,United Kingdom
GB-NP1,51.5886,-2.9978,Newport,United Kingdom
GB-NP2,51.5886,-2.9978,Newport,United Kingdom
GB-NP3,51.5886,-2.9978,Newport,United Kingdom
GB-NP4,51.5886,-2.9978,Newport,United Kingdom
GB-NP5,51.5886,-2.9978,Newport,United Kingdom
GB-NW1,51.5072,-0.1275,London,United Kingdom
GB-PR1,51.568,-0.298,Preston,United Kingdom
GB-PR2,51.568,-0.298,Preston,United Kingdom
GB-PR3,51.568,-0.298,Preston,United Kingdom
GB-PR4,51.568,-0.298,Preston,United Kingdom
GB-PR5,51.568,-0.298,Preston,United Kingdom
GB-RG1,51.4543,-0.9781,Reading,United Kingdom
GB-RG2,51.4543,-0.9781,Reading,United Kingdom
GB-RG3,51.4543,-0.9781,Reading,United Kingdom
GB-RG4,51.4543,-0.9781,Reading,United Kingdom
GB-RG5,51.4543,-0.9781,Reading,United Kingdom
GB-S1,53.3808,-1.4703,Sheffield,United Kingdom
GB-S2,53.3808,-1.4703,Sheffield,United Kingdom
GB-S3,53.3808,-1.4703,Sheffield,United Kingdom
GB-S4,53.3808,-1.4703,Sheffield,United Kingdom
GB-S5,53.3808,-1.4703,Sheffield,United Kingdom
GB-SA1,51.6167,-3.95,Swansea,United Kingdom
GB-SA2,51.6167,-3.95,Swansea,United Kingdom
GB-SA3,51.6167,-3.95,Swansea,United Kingdom
GB-SA4,51.6167,-3.95,Swansea,United Kingdom
GB-SA5,51.6167,-3.95,Swansea,United Kingdom
GB-SE1,51.5072,-0.1275,London,United Kingdom
GB-SR1,54.9061,-1.3811,Sunderland,United Kingdom
GB-SR2,54.9061,-1.3811,Sunderland,United Kingdom
GB-SR3,54.9061,-1.3811,Sunderland,United Kingdom
GB-SR4,54.9061,-1.3811,Sunderland,United Kingdom
GB-SR5,54.9061,-1.3811,Sunderland,United Kingdom
GB-ST1,53,-2.1833,Stoke-on-Trent,United Kingdom
GB-ST2,53,-2.1833,Stoke-on-Trent,United Kingdom
GB-ST3,53,-2.1833,Stoke-on-Trent,United Kingdom
GB-ST4,53,-2.1833,Stoke-on-Trent,United Kingdom
GB-ST5,53,-2.1833,Stoke-on-Trent,United Kingdom
GB-SW1,51.5072,-0.1275,London,United Kingdom
GB-W1,51.5072,-0.1275,London,United Kingdom
GR-10431,37.9842,23.7281,Athens,Greece
GR-10552,37.9842,23.7281,Athens,Greece
GR-10674,37.9842,23.7281,Athens,Greece
GR-11144,37.9842,23.7281,Athens,Greece
GR-11521,37.9842,23.7281,Athens,Greece
GR-18531,37.943,23.6469,Piraeus,Greece
GR-18536,37.943,23.6469,Piraeus,Greece
GR-18538,37.943,23.6469,Piraeus,Greece
GR-18539,37.943,23.6469,Piraeus,Greece
GR-18541,37.943,23.6469,Piraeus,Greece
GR-54621,40.6403,22.9356,Thessaloniki,Greece
GR-54623,40.6403,22.9356,Thessaloniki,Greece
GR-54625,40.6403,22.9356,Thessaloniki,Greece
GR-54630,40.6403,22.9356,Thessaloniki,Greece
GR-54645,40.6403,22.9356,Thessaloniki,Greece
HR-10000,45.815,15.9819,Zagreb,Croatia
HR-10010,45.815,15.9819,Zagreb,Croatia
HR-10020,45.815,15.9819,Zagreb,Croatia
HR-10030,45.815,15.9819,Zagreb,Croatia
HR-10040,45.815,15.9819,Zagreb,Croatia
HR-21000,43.51,16.44,Split,Croatia
HR-21010,43.51,16.44,Split,Croatia
